snapshot_date,warehouse_id,product_id,on_hand_qty,allocated_qty
2025-09-07,WH01,SKU0299,418,43
2025-09-07,WH01,SKU0300,74,12
2025-09-07,WH01,SKU0301,186,7
2025-09-07,WH01,SKU0302,61,5
2025-09-07,WH01,SKU0303,576,102
2025-09-07,WH01,SKU0304,194,23
2025-09-07,WH01,SKU0305,399,31
2025-09-07,WH01,SKU0306,275,3
2025-09-07,WH01,SKU0307,136,12
2025-09-07,WH01,SKU0308,766,22
2025-09-07,WH01,SKU0309,194,14
2025-09-07,WH01,SKU0310,609,44
2025-09-07,WH01,SKU0311,2706,127
2025-09-07,WH01,SKU0312,59,11
2025-09-07,WH01,SKU0313,112,6
2025-09-07,WH01,SKU0314,57,10
2025-09-07,WH01,SKU0315,475,78
2025-09-07,WH01,SKU0316,489,48
2025-09-07,WH01,SKU0317,218,15
2025-09-07,WH01,SKU0318,297,14
2025-09-07,WH01,SKU0319,86,6
2025-09-07,WH01,SKU0320,442,31
2025-09-07,WH01,SKU0321,153,11
2025-09-07,WH01,SKU0322,89,14
2025-09-07,WH01,SKU0323,339,32
2025-09-07,WH01,SKU0324,243,12
2025-09-07,WH01,SKU0325,186,18
2025-09-07,WH01,SKU0326,237,16
2025-09-07,WH01,SKU0327,330,35
2025-09-07,WH01,SKU0328,1401,81
2025-09-07,WH01,SKU0329,647,31
2025-09-07,WH01,SKU0330,1483,33
2025-09-07,WH01,SKU0331,306,11
2025-09-07,WH01,SKU0332,213,8
2025-09-07,WH01,SKU0333,150,21
2025-09-07,WH01,SKU0334,304,18
2025-09-07,WH01,SKU0335,21,8
2025-09-07,WH01,SKU0336,330,12
2025-09-07,WH01,SKU0337,364,17
2025-09-07,WH01,SKU0338,149,7
2025-09-07,WH01,SKU0339,1551,68
2025-09-07,WH01,SKU0340,293,20
2025-09-07,WH01,SKU0341,1102,36
2025-09-07,WH01,SKU0342,195,14
2025-09-07,WH01,SKU0343,286,25
2025-09-07,WH01,SKU0344,178,7
2025-09-07,WH01,SKU0345,107,15
2025-09-07,WH01,SKU0346,271,17
2025-09-07,WH01,SKU0347,50,3
2025-09-07,WH01,SKU0348,84,5
2025-09-07,WH01,SKU0349,97,16
2025-09-07,WH01,SKU0350,495,23
2025-09-07,WH01,SKU0351,601,35
2025-09-07,WH01,SKU0352,188,6
2025-09-07,WH01,SKU0353,307,28
2025-09-07,WH01,SKU0354,459,11
2025-09-07,WH01,SKU0355,20,1
2025-09-07,WH01,SKU0356,119,7
2025-09-07,WH01,SKU0357,283,44
2025-09-07,WH01,SKU0358,44,4
2025-09-07,WH01,SKU0359,144,11
2025-09-07,WH01,SKU0360,737,70
2025-09-07,WH01,SKU0361,180,7
2025-09-07,WH01,SKU0362,207,19
2025-09-07,WH01,SKU0363,154,10
2025-09-07,WH01,SKU0364,1332,84
2025-09-07,WH01,SKU0365,533,11
2025-09-07,WH01,SKU0366,537,18
2025-09-07,WH01,SKU0367,392,51
2025-09-07,WH01,SKU0368,387,36
2025-09-07,WH01,SKU0369,242,5
2025-09-07,WH01,SKU0370,87,11
2025-09-07,WH01,SKU0371,185,19
2025-09-07,WH01,SKU0372,237,19
2025-09-07,WH01,SKU0373,37,4
2025-09-07,WH01,SKU0374,452,11
2025-09-07,WH01,SKU0375,130,7
2025-09-07,WH01,SKU0376,840,67
2025-09-07,WH01,SKU0377,753,19
2025-09-07,WH01,SKU0378,74,14
2025-09-07,WH01,SKU0379,134,12
2025-09-07,WH01,SKU0380,101,0
2025-09-07,WH01,SKU0381,56,3
2025-09-07,WH01,SKU0382,319,31
2025-09-07,WH01,SKU0383,1368,97
2025-09-07,WH01,SKU0384,433,28
2025-09-07,WH01,SKU0385,287,12
2025-09-07,WH01,SKU0386,223,9
2025-09-07,WH01,SKU0387,140,7
2025-09-07,WH01,SKU0388,2286,113
2025-09-07,WH01,SKU0389,234,11
2025-09-07,WH01,SKU0390,2390,110
2025-09-07,WH01,SKU0391,1265,63
2025-09-07,WH01,SKU0392,82,4
2025-09-07,WH01,SKU0393,118,7
2025-09-07,WH01,SKU0394,101,7
2025-09-07,WH01,SKU0395,137,8
2025-09-07,WH01,SKU0396,262,13
2025-09-07,WH01,SKU0397,6227,204
2025-09-07,WH01,SKU0398,125,4
2025-09-07,WH01,SKU0399,333,24
2025-09-07,WH01,SKU0400,519,24
2025-09-07,WH01,SKU0401,232,14
2025-09-07,WH01,SKU0402,155,18
2025-09-07,WH01,SKU0403,43,9
2025-09-07,WH01,SKU0404,282,13
2025-09-07,WH01,SKU0405,462,23
2025-09-07,WH01,SKU0406,389,13
2025-09-07,WH01,SKU0407,392,21
2025-09-07,WH01,SKU0408,553,56
2025-09-07,WH01,SKU0409,581,34
2025-09-07,WH01,SKU0410,356,12
2025-09-07,WH01,SKU0411,104,5
2025-09-07,WH01,SKU0412,97,6
2025-09-07,WH01,SKU0413,425,19
2025-09-07,WH01,SKU0414,237,24
2025-09-07,WH01,SKU0415,349,6
2025-09-07,WH01,SKU0416,220,3
2025-09-07,WH01,SKU0417,35,2
2025-09-07,WH01,SKU0418,215,3
2025-09-07,WH01,SKU0419,251,14
2025-09-07,WH01,SKU0420,38,6
2025-09-07,WH01,SKU0421,55,9
2025-09-07,WH01,SKU0422,318,16
2025-09-07,WH01,SKU0423,44,4
2025-09-07,WH01,SKU0424,465,17
2025-09-07,WH01,SKU0425,677,35
2025-09-07,WH01,SKU0426,182,15
2025-09-07,WH01,SKU0427,143,5
2025-09-07,WH01,SKU0428,165,28
2025-09-07,WH01,SKU0429,143,11
2025-09-07,WH01,SKU0430,95,9
2025-09-07,WH01,SKU0431,450,49
2025-09-07,WH01,SKU0432,323,31
2025-09-07,WH01,SKU0433,756,21
2025-09-07,WH01,SKU0434,615,31
2025-09-07,WH01,SKU0435,15,2
2025-09-07,WH01,SKU0436,706,42
2025-09-07,WH01,SKU0437,320,17
2025-09-07,WH01,SKU0438,740,38
2025-09-07,WH01,SKU0439,386,27
2025-09-07,WH01,SKU0440,230,31
2025-09-07,WH01,SKU0441,280,12
2025-09-07,WH01,SKU0442,732,27
2025-09-07,WH01,SKU0443,53,11
2025-09-07,WH01,SKU0444,659,42
2025-09-07,WH01,SKU0445,64,2
2025-09-07,WH01,SKU0446,194,11
2025-09-07,WH01,SKU0447,845,105
2025-09-07,WH01,SKU0448,131,11
2025-09-07,WH01,SKU0449,113,12
2025-09-07,WH01,SKU0450,38,8
2025-09-07,WH01,SKU0451,91,31
2025-09-07,WH01,SKU0452,68,9
2025-09-07,WH01,SKU0453,269,25
2025-09-07,WH01,SKU0454,356,46
2025-09-07,WH01,SKU0455,63,10
2025-09-07,WH01,SKU0456,497,32
2025-09-07,WH01,SKU0457,474,39
2025-09-07,WH01,SKU0458,685,33
2025-09-07,WH01,SKU0459,661,14
2025-09-07,WH01,SKU0460,4770,278
2025-09-07,WH01,SKU0461,1111,31
2025-09-07,WH01,SKU0462,316,26
2025-09-07,WH01,SKU0463,111,6
2025-09-07,WH01,SKU0464,494,6
2025-09-07,WH01,SKU0465,927,39
2025-09-07,WH01,SKU0466,663,68
2025-09-07,WH01,SKU0467,444,50
2025-09-07,WH01,SKU0468,560,26
2025-09-07,WH01,SKU0469,120,7
2025-09-07,WH01,SKU0470,106,26
2025-09-07,WH01,SKU0471,169,8
2025-09-07,WH01,SKU0472,71,3
2025-09-07,WH01,SKU0473,261,26
2025-09-07,WH01,SKU0474,310,21
2025-09-07,WH01,SKU0475,844,38
2025-09-07,WH01,SKU0476,360,22
2025-09-07,WH01,SKU0477,257,26
2025-09-07,WH01,SKU0478,165,10
2025-09-07,WH01,SKU0479,333,15
2025-09-07,WH01,SKU0480,39,3
2025-09-07,WH01,SKU0481,57,1
2025-09-07,WH01,SKU0482,744,33
2025-09-07,WH01,SKU0483,75,4
2025-09-07,WH01,SKU0484,753,29
2025-09-07,WH01,SKU0485,1091,51
2025-09-07,WH01,SKU0486,133,12
2025-09-07,WH01,SKU0487,532,25
2025-09-07,WH01,SKU0488,160,12
2025-09-07,WH01,SKU0489,85,3
2025-09-07,WH01,SKU0490,100,10
2025-09-07,WH01,SKU0491,116,5
2025-09-07,WH01,SKU0492,112,8
2025-09-07,WH01,SKU0493,1184,85
2025-09-07,WH01,SKU0494,52,1
2025-09-07,WH01,SKU0495,462,16
2025-09-07,WH01,SKU0496,78,9
2025-09-07,WH01,SKU0497,1347,37
2025-09-07,WH01,SKU0498,505,22
2025-09-07,WH01,SKU0499,336,17
2025-09-07,WH01,SKU0500,116,12
2025-09-07,WH01,SKU0501,240,4
2025-09-07,WH01,SKU0502,1121,36
2025-09-07,WH01,SKU0503,2081,59
2025-09-07,WH01,SKU0504,961,19
2025-09-07,WH01,SKU0505,65,7
2025-09-07,WH01,SKU0506,208,16
2025-09-07,WH01,SKU0507,794,146
2025-09-07,WH01,SKU0508,166,21
2025-09-07,WH01,SKU0509,1450,75
2025-09-07,WH01,SKU0510,147,9
2025-09-07,WH01,SKU0511,283,19
2025-09-07,WH01,SKU0512,193,30
2025-09-07,WH01,SKU0513,725,26
2025-09-07,WH01,SKU0514,262,10
2025-09-07,WH01,SKU0515,59,8
2025-09-07,WH01,SKU0516,310,37
2025-09-07,WH01,SKU0517,766,51
2025-09-07,WH01,SKU0518,265,57
2025-09-07,WH01,SKU0519,741,84
2025-09-07,WH01,SKU0520,298,8
2025-09-07,WH01,SKU0521,54,10
2025-09-07,WH01,SKU0522,327,50
2025-09-07,WH01,SKU0523,463,27
2025-09-07,WH01,SKU0524,59,5
2025-09-07,WH01,SKU0525,172,4
2025-09-07,WH01,SKU0526,303,21
2025-09-07,WH01,SKU0527,172,15
2025-09-07,WH01,SKU0528,158,10
2025-09-07,WH01,SKU0529,876,30
2025-09-07,WH01,SKU0530,458,30
2025-09-07,WH01,SKU0531,618,62
2025-09-07,WH01,SKU0532,46,2
2025-09-07,WH01,SKU0533,468,19
2025-09-07,WH01,SKU0534,1197,31
2025-09-07,WH01,SKU0535,37,5
2025-09-07,WH01,SKU0536,48,11
2025-09-07,WH01,SKU0537,242,3
2025-09-07,WH01,SKU0538,311,16
2025-09-07,WH01,SKU0539,1171,66
2025-09-07,WH01,SKU0540,1509,70
2025-09-07,WH01,SKU0541,53,9
2025-09-07,WH01,SKU0542,645,24
2025-09-07,WH01,SKU0543,373,30
2025-09-07,WH01,SKU0544,369,20
2025-09-07,WH01,SKU0545,625,21
2025-09-07,WH01,SKU0546,261,28
2025-09-07,WH01,SKU0547,1069,82
2025-09-07,WH01,SKU0548,515,42
2025-09-07,WH01,SKU0549,23,6
2025-09-07,WH01,SKU0550,295,36
2025-09-07,WH01,SKU0551,536,32
2025-09-07,WH01,SKU0552,285,24
2025-09-07,WH01,SKU0553,649,46
2025-09-07,WH01,SKU0554,290,13
2025-09-07,WH01,SKU0555,303,16
2025-09-07,WH01,SKU0556,708,27
2025-09-07,WH01,SKU0557,64,5
2025-09-07,WH01,SKU0558,121,8
2025-09-07,WH01,SKU0559,94,8
2025-09-07,WH01,SKU0560,61,6
2025-09-07,WH01,SKU0561,2733,53
2025-09-07,WH01,SKU0562,295,27
2025-09-07,WH01,SKU0563,396,16
2025-09-07,WH01,SKU0564,115,8
2025-09-07,WH01,SKU0565,234,21
2025-09-07,WH01,SKU0566,631,29
2025-09-07,WH01,SKU0567,73,7
2025-09-07,WH01,SKU0568,192,15
2025-09-07,WH01,SKU0569,505,37
2025-09-07,WH01,SKU0570,50,1
2025-09-07,WH01,SKU0571,224,12
2025-09-07,WH01,SKU0572,275,15
2025-09-07,WH01,SKU0573,184,13
2025-09-07,WH01,SKU0574,104,15
2025-09-07,WH01,SKU0575,158,13
2025-09-07,WH01,SKU0576,1324,91
2025-09-07,WH01,SKU0577,243,11
2025-09-07,WH01,SKU0578,348,26
2025-09-07,WH01,SKU0579,1610,91
2025-09-07,WH01,SKU0580,143,5
2025-09-07,WH01,SKU0581,1343,81
2025-09-07,WH01,SKU0582,283,13
2025-09-07,WH01,SKU0583,1788,90
2025-09-07,WH01,SKU0584,433,36
2025-09-07,WH01,SKU0585,254,22
2025-09-07,WH01,SKU0586,214,18
2025-09-07,WH01,SKU0587,226,11
2025-09-07,WH01,SKU0588,181,13
2025-09-07,WH01,SKU0589,340,37
2025-09-07,WH01,SKU0590,137,16
2025-09-07,WH01,SKU0591,119,15
2025-09-07,WH01,SKU0592,152,16
2025-09-07,WH01,SKU0593,788,46
2025-09-07,WH01,SKU0594,337,51
2025-09-07,WH01,SKU0595,55,10
2025-09-07,WH01,SKU0596,303,14
2025-09-07,WH01,SKU0597,603,28
2025-09-07,WH01,SKU0598,395,68
2025-09-07,WH01,SKU0599,380,53
2025-09-07,WH01,SKU0600,43,4
2025-09-07,WH01,SKU0601,719,15
2025-09-07,WH01,SKU0602,86,6
2025-09-07,WH01,SKU0603,92,9
2025-09-07,WH01,SKU0604,1568,75
2025-09-07,WH01,SKU0605,161,4
2025-09-07,WH01,SKU0606,53,4
2025-09-07,WH01,SKU0607,240,9
2025-09-07,WH01,SKU0608,340,17
2025-09-07,WH01,SKU0609,176,22
2025-09-07,WH01,SKU0610,177,31
2025-09-07,WH01,SKU0611,505,40
2025-09-07,WH01,SKU0612,30,2
2025-09-07,WH01,SKU0613,482,46
2025-09-07,WH01,SKU0614,253,7
2025-09-07,WH01,SKU0615,387,31
2025-09-07,WH01,SKU0616,53,5
2025-09-07,WH01,SKU0617,175,17
2025-09-07,WH01,SKU0618,211,15
2025-09-07,WH01,SKU0619,469,49
2025-09-07,WH01,SKU0620,132,5
2025-09-07,WH01,SKU0621,621,13
2025-09-07,WH01,SKU0622,39,9
2025-09-07,WH01,SKU0623,261,25
2025-09-07,WH01,SKU0624,640,32
2025-09-07,WH01,SKU0625,998,56
2025-09-07,WH01,SKU0626,197,6
2025-09-07,WH01,SKU0627,682,34
2025-09-07,WH01,SKU0628,551,46
2025-09-07,WH01,SKU0629,47,3
2025-09-07,WH01,SKU0630,404,27
2025-09-07,WH01,SKU0631,672,39
2025-09-07,WH01,SKU0632,104,14
2025-09-07,WH01,SKU0633,39,7
2025-09-07,WH01,SKU0634,1037,40
2025-09-07,WH01,SKU0635,69,4
2025-09-07,WH01,SKU0636,349,9
2025-09-07,WH01,SKU0637,227,14
2025-09-07,WH01,SKU0638,247,27
2025-09-07,WH01,SKU0639,251,10
2025-09-07,WH01,SKU0640,182,7
2025-09-07,WH01,SKU0641,131,15
2025-09-07,WH01,SKU0642,551,36
2025-09-07,WH01,SKU0643,1436,124
2025-09-07,WH01,SKU0644,65,3
2025-09-07,WH01,SKU0645,234,29
2025-09-07,WH01,SKU0646,100,7
2025-09-07,WH01,SKU0647,932,33
2025-09-07,WH01,SKU0648,126,8
2025-09-07,WH01,SKU0649,113,6
2025-09-07,WH01,SKU0650,166,11
2025-09-07,WH01,SKU0651,91,10
2025-09-07,WH01,SKU0652,453,19
2025-09-07,WH01,SKU0653,247,24
2025-09-07,WH01,SKU0654,212,16
2025-09-07,WH01,SKU0655,121,3
2025-09-07,WH01,SKU0656,929,31
2025-09-07,WH01,SKU0657,77,20
2025-09-07,WH01,SKU0658,700,38
2025-09-07,WH01,SKU0659,96,2
2025-09-07,WH01,SKU0660,62,6
2025-09-07,WH01,SKU0661,202,9
